,0.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777777,0.8888888888888888,1.0
0,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
1,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
2,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
3,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
4,5.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
5,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
6,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
7,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
8,12.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
9,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5
